Year,Policy_ID,Customer_Age,Gender,Region,Vehicle_Type,Vehicle_Age,Vehicle_Value_KES,Vehicle_Engine_Capacity,Use_Purpose,Annual_Premium_KES,Claims_Frequency,Total_Claim_Amount_KES,No_Claim_Bonus_%,Accident_Cause,Policy_Term_Months,Previous_Claims_Count,Driver_Experience_Years,Third_Party_Only
2023,P202300986,34,Female,Kakamega,Commercial,7,1358745,2500,Business,53858,0,0,10,None,12,1,13,Yes
2023,P202300987,35,Female,Meru,Private,18,1137031,1500,Personal,58448,0,0,50,None,6,0,16,No
2023,P202300988,61,Female,Nairobi,Private,6,2746609,1000,Business,170350,0,0,10,None,12,0,40,No
2023,P202300989,39,Male,Mombasa,Private,9,581238,1000,Business,22104,2,146000,0,Weather,12,0,18,No
2023,P202300990,20,Male,Thika,Private,12,2676512,3000,Business,131102,0,0,50,None,12,0,1,Yes
2023,P202300991,62,Female,Mombasa,Private,16,2432656,1500,Business,130917,0,0,50,None,12,0,43,Yes
2023,P202300992,51,Female,Nakuru,Private,2,1604188,2000,Personal,71650,1,922200,0,Collision,12,1,32,Yes
2023,P202300993,24,Female,Thika,Private,5,1851197,1000,Personal,82368,0,0,10,None,6,1,6,Yes
2023,P202300994,23,Male,Mombasa,Private,3,1369241,1000,Personal,44270,0,0,50,None,12,1,4,Yes
2023,P202300995,62,Male,Kakamega,PSV,9,3706709,1500,Business,220758,1,478800,0,Theft,12,0,40,Yes
2023,P202300996,27,Female,Kakamega,Private,15,2240081,3000,Business,72989,0,0,30,None,6,0,8,Yes
2023,P202300997,65,Male,Nakuru,Private,4,1699217,2000,Personal,82332,0,0,10,None,12,0,43,No
2023,P202300998,62,Female,Eldoret,Private,19,2782321,1000,Business,160431,1,861300,0,Collision,6,0,43,No
2023,P202300999,23,Female,Thika,Private,5,2416749,2500,Business,105491,0,0,10,None,12,2,5,Yes
2023,P202301000,25,Male,Kisumu,Private,10,1044719,1000,Business,55060,1,49700,0,Speeding,12,2,7,Yes
2024,P202400001,55,Male,Eldoret,PSV,14,2120780,1000,Business,74736,0,0,20,None,6,0,34,No
2024,P202400002,32,Male,Thika,Commercial,2,4593868,3000,Personal,150761,0,0,50,None,12,0,12,Yes
2024,P202400003,60,Male,Mombasa,Commercial,15,4876773,1500,Personal,309457,0,0,50,None,6,1,39,Yes
2024,P202400004,54,Male,Kisumu,Private,9,507086,2000,Personal,35288,1,257000,0,Theft,12,0,34,Yes
2024,P202400005,60,Female,Meru,PSV,2,3086172,1500,Personal,158733,1,897700,0,Weather,6,0,41,No
2024,P202400006,37,Female,Mombasa,Private,18,2403303,2500,Business,129907,0,0,30,None,6,1,19,Yes
2024,P202400007,55,Male,Nairobi,Commercial,16,2444173,2000,Taxi,162183,0,0,10,None,6,1,35,No
2024,P202400008,39,Female,Eldoret,Private,2,574804,2000,Personal,18539,1,185500,0,Speeding,6,0,18,Yes
2024,P202400009,67,Female,Nairobi,Private,15,1761402,3000,Taxi,85839,2,695200,0,Speeding,6,0,49,No
2024,P202400010,32,Female,Nairobi,Commercial,15,3149465,1500,Business,177386,0,0,10,None,12,0,12,No
2024,P202400011,43,Male,Nairobi,Private,18,2129040,3000,Personal,103103,0,0,10,None,12,0,24,No
2024,P202400012,29,Male,Kakamega,PSV,12,2908281,1000,Personal,161758,1,86700,0,Weather,12,0,11,Yes
2024,P202400013,43,Male,Eldoret,PSV,12,3831098,1500,Personal,166915,0,0,30,None,6,1,21,Yes
2024,P202400014,31,Male,Thika,Private,19,2432303,2000,Personal,128895,1,1395400,0,Theft,6,0,13,Yes
2024,P202400015,49,Female,Mombasa,PSV,11,3184718,1500,Business,209549,0,0,10,None,12,0,31,Yes
2024,P202400016,64,Male,Eldoret,Commercial,14,1286598,2500,Business,65102,0,0,10,None,12,0,46,No
2024,P202400017,63,Female,Kakamega,Private,10,2554300,1000,Personal,167272,0,0,30,None,12,0,43,No
2024,P202400018,21,Male,Meru,PSV,19,2802272,1000,Business,96541,2,724900,0,Speeding,12,0,1,Yes
2024,P202400019,34,Male,Meru,Private,0,2721186,2500,Personal,129757,0,0,10,None,12,0,14,No
2024,P202400020,29,Female,Meru,Motorcycle,16,219446,1000,Business,9899,0,0,50,None,6,0,11,No
2024,P202400021,24,Male,Thika,Private,6,2959730,1000,Personal,147124,0,0,30,None,12,0,2,Yes
2024,P202400022,31,Male,Nairobi,Commercial,19,3714212,2000,Business,187003,0,0,50,None,6,0,12,Yes
2024,P202400023,21,Female,Kisumu,Commercial,15,1651980,2500,Personal,63482,0,0,50,None,6,1,1,No
2024,P202400024,20,Male,Meru,Commercial,17,3410366,2000,Personal,153313,1,1012000,0,Weather,6,0,1,Yes
2024,P202400025,52,Female,Nairobi,Commercial,3,3777407,1000,Business,244617,0,0,10,None,12,0,34,No
2024,P202400026,64,Male,Mombasa,Motorcycle,11,164634,2500,Personal,5022,2,85900,0,Speeding,12,0,42,Yes
2024,P202400027,44,Male,Eldoret,Private,10,2815583,1000,Business,100956,0,0,20,None,6,1,23,Yes
2024,P202400028,51,Female,Mombasa,Motorcycle,16,144488,2000,Personal,8041,1,81000,0,Weather,12,0,32,Yes
2024,P202400029,35,Female,Thika,Motorcycle,0,248017,1000,Personal,13476,0,0,30,None,12,0,16,No
2024,P202400030,66,Male,Kisumu,Commercial,11,1466775,2000,Personal,83438,0,0,50,None,6,0,47,Yes
2024,P202400031,54,Male,Nairobi,PSV,16,1539203,3000,Business,85122,0,0,30,None,12,0,36,No
2024,P202400032,68,Male,Meru,Private,16,1400198,2500,Personal,74854,0,0,30,None,6,0,47,No
2024,P202400033,38,Female,Mombasa,PSV,12,3894423,2000,Personal,265629,0,0,30,None,12,0,20,Yes
2024,P202400034,46,Female,Nakuru,Commercial,8,1422207,2500,Business,71634,0,0,50,None,12,0,27,No
2024,P202400035,56,Male,Mombasa,Motorcycle,17,218678,1000,Business,8285,1,131000,0,Theft,12,1,37,Yes
2024,P202400036,60,Male,Kakamega,Commercial,9,3822345,3000,Personal,147807,0,0,10,None,6,0,40,Yes
2024,P202400037,69,Female,Kisumu,Commercial,10,1870804,2500,Taxi,111215,1,370300,0,Weather,6,0,47,No
2024,P202400038,47,Male,Thika,Private,12,2265692,2500,Personal,79039,1,116600,0,Collision,12,1,29,Yes
2024,P202400039,69,Female,Kakamega,Motorcycle,10,118049,1500,Personal,3818,0,0,20,None,6,0,50,Yes
2024,P202400040,62,Male,Kisumu,PSV,12,2214216,1000,Taxi,138237,0,0,10,None,6,1,41,Yes
2024,P202400041,53,Female,Nakuru,PSV,2,1521998,3000,Personal,81937,0,0,50,None,12,0,33,No
2024,P202400042,52,Female,Eldoret,Private,1,1940334,2000,Personal,128961,0,0,10,None,12,0,31,Yes
2024,P202400043,28,Female,Thika,Commercial,4,3958483,1500,Personal,275273,0,0,50,None,6,1,8,Yes
2024,P202400044,28,Female,Thika,Private,5,2107245,2500,Taxi,85154,0,0,10,None,12,1,8,Yes
2024,P202400045,38,Female,Eldoret,PSV,18,2553687,1500,Personal,111785,1,701600,0,Weather,6,0,16,Yes
2024,P202400046,36,Female,Nairobi,Private,3,2137419,3000,Personal,149236,1,296400,0,Theft,6,1,18,No
2024,P202400047,44,Female,Eldoret,Private,16,2987065,2000,Personal,127468,0,0,20,None,12,1,24,No
2024,P202400048,23,Male,Eldoret,Private,8,2785362,1500,Taxi,127476,1,1462900,0,Weather,12,0,5,Yes
2024,P202400049,60,Male,Nairobi,Commercial,18,2775556,2000,Taxi,122645,0,0,30,None,6,1,42,No
2024,P202400050,42,Male,Eldoret,Commercial,15,4862316,1000,Personal,303175,0,0,30,None,6,0,24,Yes
2024,P202400051,36,Male,Eldoret,PSV,19,3535750,2000,Business,183330,0,0,20,None,12,1,15,Yes
2024,P202400052,64,Female,Mombasa,Commercial,8,3560451,1000,Personal,139015,1,24800,0,Collision,12,0,43,No
2024,P202400053,29,Male,Nakuru,Private,8,1556504,2000,Personal,48748,1,705100,0,Theft,12,2,8,No
2024,P202400054,69,Female,Nakuru,Private,4,1299717,2000,Business,70576,0,0,20,None,12,0,51,No
2024,P202400055,23,Female,Meru,Private,0,1367050,1500,Personal,88421,1,327000,0,Collision,12,0,4,No
2024,P202400056,67,Female,Nairobi,Private,12,2702888,2000,Personal,102081,0,0,10,None,12,1,45,No
2024,P202400057,66,Male,Nairobi,Commercial,17,3755251,1500,Personal,252630,0,0,10,None,6,1,47,Yes
2024,P202400058,67,Male,Eldoret,Motorcycle,9,87361,1000,Business,4174,0,0,10,None,6,0,49,Yes
2024,P202400059,20,Male,Kisumu,Private,14,500037,1000,Personal,19280,0,0,50,None,12,0,2,No
2024,P202400060,56,Male,Nairobi,Private,8,1203645,1000,Business,53118,0,0,30,None,6,0,38,No
2024,P202400061,31,Female,Nairobi,Motorcycle,4,100903,1000,Business,5985,0,0,30,None,6,0,12,Yes
2024,P202400062,61,Female,Kakamega,Private,2,1861968,2000,Personal,89756,0,0,20,None,6,0,42,Yes
2024,P202400063,28,Female,Eldoret,Private,16,1749699,3000,Business,67618,1,959700,0,Speeding,6,1,7,No
2024,P202400064,36,Female,Kisumu,Private,17,888388,1500,Personal,58131,0,0,50,None,6,0,15,No
2024,P202400065,57,Female,Nairobi,Private,15,2016608,1000,Business,62184,0,0,30,None,12,0,39,Yes
2024,P202400066,47,Female,Nairobi,Private,14,2345786,1500,Business,87068,0,0,50,None,6,0,26,Yes
2024,P202400067,65,Male,Thika,Motorcycle,8,181066,3000,Personal,11250,0,0,50,None,12,0,43,Yes
2024,P202400068,29,Female,Thika,PSV,15,1483075,2000,Personal,53774,0,0,30,None,12,1,8,No
2024,P202400069,55,Female,Thika,Commercial,16,4482796,2000,Business,139992,0,0,20,None,6,0,33,No
2024,P202400070,62,Female,Nairobi,Commercial,15,977946,3000,Personal,37852,0,0,30,None,12,0,40,Yes
2024,P202400071,45,Male,Eldoret,Commercial,3,3179897,1000,Personal,98724,1,1670800,0,Collision,6,0,27,No
2024,P202400072,63,Female,Nakuru,Commercial,3,1489317,3000,Personal,98758,0,0,20,None,6,0,41,Yes
2024,P202400073,35,Female,Nakuru,Commercial,15,3862138,1500,Business,236694,0,0,20,None,12,0,16,No
2024,P202400074,32,Male,Meru,PSV,16,3459622,2000,Personal,141495,0,0,20,None,6,0,14,No
2024,P202400075,38,Male,Thika,Motorcycle,12,89477,1500,Taxi,4257,1,35100,0,Weather,12,0,18,No
2024,P202400076,52,Female,Nakuru,Private,6,2432159,3000,Personal,114780,0,0,50,None,6,0,31,Yes
2024,P202400077,62,Female,Kakamega,Commercial,15,2470930,1000,Personal,79197,1,374200,0,Collision,12,0,41,Yes
2024,P202400078,42,Female,Nakuru,Private,4,1001994,2500,Personal,66904,0,0,20,None,12,0,24,No
2024,P202400079,36,Male,Kakamega,Private,6,2033017,2500,Business,121997,0,0,30,None,12,0,14,No
2024,P202400080,38,Female,Mombasa,Private,19,2377329,2000,Personal,80743,0,0,30,None,12,0,17,Yes
2024,P202400081,51,Male,Mombasa,Private,9,685151,3000,Personal,40995,0,0,30,None,6,0,30,Yes
2024,P202400082,23,Female,Nakuru,Private,14,646192,2500,Personal,28451,0,0,10,None,12,0,4,Yes
2024,P202400083,20,Female,Nairobi,Private,2,877332,1500,Personal,29204,0,0,20,None,12,0,1,No
2024,P202400084,22,Female,Kisumu,Private,4,2472690,3000,Personal,107735,0,0,10,None,6,0,1,Yes
2024,P202400085,45,Male,Thika,Motorcycle,3,146496,1500,Taxi,9983,0,0,20,None,12,0,25,Yes
2024,P202400086,42,Female,Mombasa,Private,8,1194934,2500,Personal,59861,0,0,50,None,12,0,20,Yes
2024,P202400087,45,Male,Eldoret,Private,8,1768962,2000,Personal,57057,2,432500,0,Theft,12,0,25,Yes
2024,P202400088,65,Male,Kisumu,Private,16,887405,1000,Personal,50009,1,202000,0,Speeding,6,0,47,Yes
2024,P202400089,31,Female,Kisumu,Commercial,18,4612197,1000,Taxi,227641,0,0,10,None,6,0,13,Yes
2024,P202400090,67,Female,Eldoret,Commercial,13,2304819,1500,Business,136661,0,0,20,None,6,0,45,No
2024,P202400091,22,Female,Nakuru,Private,17,2650963,1500,Business,90043,1,1141000,0,Collision,12,0,3,Yes
2024,P202400092,52,Female,Kisumu,PSV,4,3768962,3000,Personal,261053,1,901400,0,Weather,12,0,31,Yes
2024,P202400093,37,Male,Kakamega,Private,6,2752412,2500,Business,151766,0,0,30,None,12,1,18,No
2024,P202400094,45,Female,Kakamega,PSV,0,3946086,1500,Personal,161180,0,0,10,None,6,0,23,Yes
2024,P202400095,64,Male,Nairobi,Private,17,1633629,2500,Personal,77660,0,0,20,None,6,1,43,Yes
2024,P202400096,45,Female,Mombasa,Commercial,8,1349391,1500,Business,59627,0,0,10,None,12,0,27,No
2024,P202400097,69,Female,Eldoret,Commercial,8,4047727,3000,Personal,141696,0,0,20,None,12,0,49,No
2024,P202400098,52,Female,Meru,Motorcycle,6,77007,2500,Personal,4260,2,41000,0,Theft,6,1,34,Yes
2024,P202400099,61,Male,Meru,Private,5,1508507,1000,Personal,101639,0,0,30,None,6,1,41,No
2024,P202400100,37,Female,Thika,Private,3,1016031,1000,Taxi,55964,0,0,10,None,12,0,19,No
2024,P202400101,46,Female,Eldoret,Motorcycle,12,103251,1500,Personal,3452,1,40900,0,Speeding,12,0,24,No
2024,P202400102,31,Male,Eldoret,Private,10,1392743,1000,Personal,86927,1,310000,0,Collision,6,0,13,Yes
2024,P202400103,29,Female,Nairobi,Private,15,2828767,2500,Personal,162426,0,0,50,None,12,0,9,No
2024,P202400104,52,Male,Nairobi,Private,15,553010,3000,Personal,31019,1,235600,0,Weather,6,0,30,No
2024,P202400105,27,Female,Nakuru,Commercial,15,1703057,3000,Business,90838,0,0,20,None,12,0,9,No
2024,P202400106,24,Male,Kakamega,Private,15,1490993,1000,Business,82144,0,0,30,None,6,1,4,No
2024,P202400107,44,Male,Meru,Private,4,717767,2000,Personal,46898,0,0,30,None,6,0,26,Yes
2024,P202400108,66,Male,Nakuru,Private,17,1926360,1000,Taxi,115680,0,0,20,None,6,0,48,No
2024,P202400109,51,Female,Nakuru,Commercial,5,1758101,2000,Business,107240,0,0,30,None,6,0,30,Yes
2024,P202400110,36,Male,Mombasa,Private,4,2719583,2000,Personal,187489,0,0,30,None,12,1,18,No
2024,P202400111,22,Male,Thika,Commercial,2,1727281,2500,Personal,65207,0,0,20,None,12,0,1,Yes
2024,P202400112,58,Female,Thika,Private,3,2157057,2000,Personal,103864,3,171000,0,Collision,6,0,39,No
2024,P202400113,44,Male,Kisumu,PSV,12,3830095,1000,Taxi,206087,0,0,20,None,12,0,22,Yes
2024,P202400114,41,Female,Thika,Private,16,1030992,1000,Personal,66074,1,17300,0,Weather,6,1,21,No
2024,P202400115,20,Male,Kisumu,Commercial,16,2515979,2500,Personal,137521,0,0,20,None,6,0,2,No
2024,P202400116,26,Male,Mombasa,Private,4,1292644,1000,Personal,56968,0,0,20,None,12,0,6,Yes
2024,P202400117,35,Female,Mombasa,Commercial,1,3107278,3000,Personal,190200,1,1646500,0,Theft,12,0,14,Yes
2024,P202400118,45,Female,Kakamega,PSV,9,2253790,1000,Personal,103475,1,77000,0,Theft,12,1,25,Yes
2024,P202400119,34,Male,Mombasa,Commercial,7,2995814,1500,Taxi,91965,1,553900,0,Speeding,12,1,16,Yes
2024,P202400120,50,Male,Nairobi,Private,18,1407555,2000,Personal,63001,1,352900,0,Theft,6,0,29,No
2024,P202400121,52,Female,Nakuru,PSV,19,2410124,1000,Personal,84504,0,0,10,None,12,0,31,No
2024,P202400122,58,Male,Kisumu,Private,19,2099826,2500,Personal,120752,0,0,30,None,6,0,40,Yes
2024,P202400123,32,Male,Kakamega,Commercial,13,3988027,1500,Personal,189930,0,0,30,None,6,1,13,No
2024,P202400124,21,Male,Meru,Private,12,1044444,3000,Taxi,32557,0,0,20,None,12,0,3,Yes
2024,P202400125,59,Female,Meru,Motorcycle,15,202540,1500,Personal,8711,0,0,50,None,12,0,39,No
2024,P202400126,36,Male,Kakamega,Commercial,18,1284103,2500,Personal,88317,1,266500,0,Weather,6,1,17,No
2024,P202400127,38,Female,Thika,Motorcycle,7,154205,2500,Business,7212,0,0,10,None,6,0,18,No
2024,P202400128,51,Female,Thika,PSV,17,2803713,1000,Personal,195343,0,0,50,None,12,0,32,No
2024,P202400129,20,Female,Meru,Commercial,3,1143288,2500,Personal,79279,1,294700,0,Collision,6,0,1,Yes
2024,P202400130,65,Female,Kisumu,Private,17,1439077,1500,Business,52877,0,0,30,None,12,0,43,Yes
2024,P202400131,62,Female,Nakuru,Private,6,2605777,2000,Personal,147572,0,0,50,None,12,0,40,No
2024,P202400132,41,Male,Kakamega,Motorcycle,0,157292,3000,Business,9730,0,0,20,None,6,0,21,Yes
2024,P202400133,56,Female,Nakuru,Private,6,2973901,2000,Personal,140475,0,0,50,None,12,1,35,No
2024,P202400134,44,Female,Nakuru,PSV,11,2352507,2000,Business,87277,1,959900,0,Collision,12,0,22,Yes
2024,P202400135,52,Female,Eldoret,Private,3,781833,2000,Personal,30950,1,73200,0,Weather,12,1,34,No
2024,P202400136,35,Male,Kakamega,PSV,4,1093608,1500,Personal,73280,0,0,20,None,6,0,13,No
2024,P202400137,50,Male,Mombasa,Commercial,17,3601818,2000,Taxi,203441,0,0,20,None,12,0,30,Yes
2024,P202400138,37,Male,Meru,PSV,0,3224344,3000,Personal,126087,0,0,50,None,12,0,15,Yes
2024,P202400139,62,Female,Nakuru,Private,10,1250782,1500,Personal,44322,0,0,20,None,6,0,43,Yes
2024,P202400140,54,Male,Nairobi,Private,11,537180,2500,Personal,22383,0,0,30,None,6,0,33,No
2024,P202400141,69,Female,Kakamega,Private,3,857054,1000,Business,58390,0,0,20,None,6,2,51,Yes
2024,P202400142,54,Male,Meru,Commercial,12,4383650,2000,Personal,290250,0,0,20,None,12,1,34,No
2024,P202400143,35,Female,Nakuru,Private,17,1778342,3000,Personal,101950,0,0,30,None,6,0,17,No
2024,P202400144,26,Male,Kakamega,Private,14,2998002,2000,Personal,124158,0,0,10,None,6,0,4,No
2024,P202400145,59,Male,Eldoret,Motorcycle,8,77114,2000,Personal,5226,0,0,20,None,12,0,40,Yes
2024,P202400146,63,Male,Nakuru,Commercial,5,2897951,2500,Taxi,189552,0,0,30,None,12,0,45,Yes
2024,P202400147,26,Male,Nakuru,PSV,17,2463559,2000,Business,97680,1,904900,0,Weather,6,1,5,Yes
2024,P202400148,41,Male,Kakamega,Private,3,1946053,1500,Personal,130472,0,0,10,None,6,0,20,Yes
2024,P202400149,54,Female,Kakamega,Private,12,2141973,2000,Business,79686,0,0,20,None,12,0,32,Yes
2024,P202400150,67,Male,Kakamega,PSV,15,2441008,1000,Personal,111203,0,0,20,None,6,0,45,No
2024,P202400151,54,Female,Nakuru,Private,6,514716,1000,Personal,27092,0,0,50,None,6,0,34,No
2024,P202400152,61,Male,Kakamega,Private,0,2409042,2000,Business,114451,0,0,30,None,12,1,41,No
2024,P202400153,48,Female,Meru,Commercial,15,3120886,2500,Business,103920,0,0,10,None,12,1,28,Yes
2024,P202400154,34,Male,Eldoret,Private,0,664486,1000,Personal,35308,0,0,30,None,12,1,12,Yes
2024,P202400155,62,Male,Meru,Commercial,19,3615845,1000,Business,110049,0,0,10,None,12,1,42,Yes
2024,P202400156,36,Female,Nakuru,Commercial,3,3598658,1000,Personal,216878,0,0,50,None,6,0,18,Yes
2024,P202400157,39,Male,Kakamega,Private,13,685964,2500,Personal,45000,0,0,50,None,12,0,19,Yes
2024,P202400158,32,Male,Kakamega,Motorcycle,5,124191,1500,Personal,8164,0,0,20,None,12,0,14,Yes
2024,P202400159,68,Female,Nakuru,Private,11,785356,2500,Business,46874,2,448000,0,Speeding,12,0,48,No
2024,P202400160,57,Male,Nakuru,Private,15,2231009,2500,Business,95623,1,1023000,0,Collision,6,0,36,No
2024,P202400161,58,Female,Nairobi,Private,3,2377631,3000,Personal,160955,0,0,30,None,6,0,36,Yes
2024,P202400162,45,Male,Kisumu,Private,18,2942905,3000,Business,140571,1,289600,0,Weather,12,1,23,Yes
2024,P202400163,68,Female,Thika,Commercial,8,4208168,1500,Business,129909,0,0,10,None,6,1,48,Yes
2024,P202400164,46,Male,Eldoret,PSV,7,1682527,2500,Personal,75700,0,0,10,None,12,0,24,No
2024,P202400165,54,Male,Kisumu,PSV,7,2131614,1000,Business,144127,1,780300,0,Speeding,6,0,35,Yes
2024,P202400166,53,Male,Meru,Private,2,2797167,2000,Business,189198,0,0,20,None,12,1,34,Yes
2024,P202400167,61,Female,Eldoret,Commercial,10,1019356,1000,Business,63804,1,225600,0,Collision,6,1,41,No
2024,P202400168,21,Female,Kisumu,PSV,13,2131760,3000,Personal,129778,0,0,10,None,12,0,2,No
2024,P202400169,25,Male,Nairobi,Commercial,9,2033387,3000,Business,64272,0,0,50,None,6,0,4,No
2024,P202400170,29,Male,Thika,Commercial,8,3706273,3000,Personal,211962,0,0,10,None,12,1,9,No
2024,P202400171,63,Male,Kisumu,PSV,17,2190130,1500,Personal,91119,2,1022400,0,Collision,6,0,44,No
2024,P202400172,46,Female,Thika,Commercial,11,895494,1000,Personal,40625,0,0,10,None,6,2,28,No
2024,P202400173,56,Female,Kakamega,Commercial,14,4688832,2500,Personal,230913,0,0,20,None,12,0,38,Yes
2024,P202400174,51,Male,Kakamega,PSV,11,1605502,3000,Personal,74903,1,180600,0,Speeding,12,0,30,Yes
2024,P202400175,58,Female,Eldoret,Private,3,1713619,2500,Personal,112241,1,993000,0,Theft,12,0,38,No
2024,P202400176,26,Female,Eldoret,PSV,16,2449299,1500,Personal,113192,0,0,30,None,12,0,8,No
2024,P202400177,45,Male,Mombasa,Private,1,1914780,1000,Business,71133,0,0,10,None,6,0,26,No
2024,P202400178,34,Female,Mombasa,Private,9,1662936,2000,Business,70074,0,0,30,None,6,0,13,Yes
2024,P202400179,28,Female,Thika,Commercial,15,3712035,2000,Business,115982,2,1970000,0,Speeding,12,1,6,Yes
2024,P202400180,25,Male,Kisumu,Private,10,707836,2000,Business,48526,0,0,30,None,12,0,7,No
2024,P202400181,62,Male,Kisumu,Private,11,1271469,1000,Personal,42166,0,0,10,None,12,1,42,No
2024,P202400182,55,Female,Nairobi,Motorcycle,1,95913,3000,Business,3743,1,46300,0,Collision,6,0,34,Yes
2024,P202400183,38,Male,Mombasa,Commercial,1,3524006,1000,Taxi,210374,0,0,20,None,12,0,20,Yes
2024,P202400184,67,Female,Mombasa,Motorcycle,17,143590,3000,Personal,8412,1,7300,0,Weather,12,0,45,No
2024,P202400185,45,Male,Nakuru,Commercial,3,3598945,1000,Personal,121793,0,0,50,None,12,0,23,Yes
2024,P202400186,41,Female,Meru,Private,4,629466,2500,Business,28408,0,0,30,None,6,0,21,No
2024,P202400187,29,Female,Kakamega,Private,15,1160457,3000,Taxi,69133,1,263500,0,Theft,12,1,9,No
2024,P202400188,66,Male,Eldoret,PSV,18,2398705,3000,Personal,142105,0,0,30,None,6,1,46,No
2024,P202400189,54,Male,Nakuru,Private,9,1329347,2000,Business,87574,1,385500,0,Speeding,6,0,36,No
2024,P202400190,60,Male,Meru,Private,16,1939918,2000,Personal,103854,0,0,50,None,6,1,39,No
2024,P202400191,37,Female,Eldoret,Commercial,7,1134738,2500,Business,50551,2,95600,0,Collision,12,0,19,Yes
2024,P202400192,62,Female,Kisumu,Commercial,18,3365513,2500,Personal,209456,0,0,20,None,12,0,40,No
2024,P202400193,29,Female,Kisumu,Private,5,2471472,1500,Personal,155458,0,0,20,None,12,0,11,No
2024,P202400194,35,Male,Mombasa,Commercial,7,2387916,3000,Taxi,91180,1,981000,0,Collision,6,0,17,Yes
2024,P202400195,37,Male,Kakamega,Private,4,1783596,1500,Business,100328,0,0,20,None,6,0,19,Yes
2024,P202400196,44,Female,Meru,Motorcycle,1,51894,1500,Business,2091,3,24100,0,Weather,6,0,25,No
2024,P202400197,67,Male,Nakuru,PSV,18,1594670,2500,Personal,56227,2,160300,0,Theft,6,0,49,Yes
2024,P202400198,45,Female,Thika,Commercial,2,1522153,2000,Personal,84701,0,0,20,None,12,0,24,Yes
2024,P202400199,34,Male,Eldoret,PSV,6,1311416,3000,Personal,82259,0,0,30,None,12,0,12,No
2024,P202400200,24,Female,Kakamega,PSV,3,2393749,1500,Business,113893,0,0,10,None,6,0,5,Yes
2024,P202400201,32,Female,Thika,Motorcycle,14,219668,2000,Business,12243,0,0,30,None,12,0,12,Yes
2024,P202400202,42,Male,Kisumu,PSV,17,1588665,2500,Personal,74155,0,0,10,None,6,1,24,No
2024,P202400203,59,Male,Nairobi,Commercial,6,2632760,3000,Personal,103248,0,0,50,None,12,0,40,No
2024,P202400204,31,Female,Meru,Commercial,15,2826091,2000,Business,194109,0,0,30,None,6,0,10,No
2024,P202400205,56,Female,Nairobi,PSV,15,2012968,2500,Business,107416,0,0,50,None,6,0,34,Yes
2024,P202400206,29,Male,Nairobi,Private,8,558031,1500,Personal,38447,0,0,30,None,6,0,11,Yes
2024,P202400207,64,Female,Nairobi,Commercial,0,2984847,2000,Personal,118006,0,0,30,None,12,0,44,No
2024,P202400208,31,Female,Nakuru,Motorcycle,9,78555,3000,Personal,2888,2,13000,0,Weather,12,1,11,Yes
2024,P202400209,59,Male,Kakamega,Private,1,2240584,3000,Business,98617,1,954200,0,Collision,12,0,38,Yes
2024,P202400210,20,Male,Kakamega,Motorcycle,11,198117,2000,Taxi,11183,0,0,10,None,6,0,1,Yes
2024,P202400211,42,Male,Eldoret,Private,9,2952858,1500,Personal,151958,0,0,50,None,12,3,24,Yes
2024,P202400212,46,Male,Nakuru,Commercial,11,3503934,2000,Personal,131139,0,0,30,None,6,0,28,Yes
2024,P202400213,65,Female,Thika,Commercial,4,3152221,3000,Business,183695,1,1708500,0,Theft,12,1,43,Yes
2024,P202400214,33,Female,Meru,Private,12,2831134,2500,Personal,145739,1,788500,0,Speeding,6,1,12,Yes
2024,P202400215,64,Female,Nakuru,Commercial,15,4929014,1500,Personal,251481,2,101900,0,Weather,12,0,43,No
2024,P202400216,33,Male,Kakamega,Private,15,2413514,2500,Personal,97383,1,289700,0,Collision,6,0,13,No
2024,P202400217,60,Female,Nakuru,PSV,5,2991226,1000,Personal,198839,2,23500,0,Weather,12,0,39,Yes
2024,P202400218,53,Female,Eldoret,Motorcycle,5,169720,2500,Personal,10764,1,11100,0,Speeding,6,0,35,Yes
2024,P202400219,34,Male,Nairobi,Commercial,17,3630434,1500,Personal,244055,0,0,50,None,12,0,14,Yes
2024,P202400220,43,Female,Nakuru,Commercial,2,2719398,2000,Personal,106074,0,0,10,None,12,0,23,No
2024,P202400221,42,Male,Meru,Commercial,11,1345501,2500,Personal,71100,1,238900,0,Theft,12,0,20,Yes
2024,P202400222,25,Female,Kakamega,Private,18,1189746,2500,Business,77800,0,0,30,None,12,0,4,No
2024,P202400223,57,Male,Kisumu,Commercial,7,3780858,3000,Personal,171707,2,2113500,0,Weather,6,0,38,Yes
2024,P202400224,33,Female,Nairobi,Private,6,2507708,2500,Personal,104219,1,104700,0,Speeding,6,0,13,No
2024,P202400225,20,Male,Nakuru,Private,3,1270802,2500,Business,85593,0,0,50,None,6,0,1,No
2024,P202400226,45,Male,Meru,Commercial,19,881147,2000,Taxi,53914,1,304500,0,Theft,12,0,26,Yes
2024,P202400227,66,Male,Nairobi,Private,5,2466714,1500,Business,91267,0,0,50,None,12,0,44,No
2024,P202400228,32,Female,Meru,Private,15,2394656,3000,Personal,89186,0,0,20,None,6,0,14,No
2024,P202400229,59,Male,Nakuru,Private,13,2346252,2000,Personal,103126,0,0,50,None,12,0,38,No
2024,P202400230,66,Male,Meru,PSV,14,3264381,2000,Taxi,123716,0,0,20,None,6,0,48,Yes
